Fecha;Producto;unidades;Impuesto Componente Base;Impuesto Componente Variable;Credito fiscal Componente Variable;Impuesto Específico Resultante
30-08-2012;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
30-08-2012;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
06-09-2012;Gasolina Automotriz;UTM/m3;6;-;-0,1621;5,8379
06-09-2012;Petróleo Diesel;UTM/m3;1,5;-;;1,5000
06-09-2012;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
06-09-2012;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
13-09-2012;Gasolina Automotriz;UTM/m3;6;-;-0,5769;5,4231
13-09-2012;Petróleo Diesel;UTM/m3;1,5;-;-0,3536;1,1464
13-09-2012;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
13-09-2012;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
20-09-2012;Gasolina Automotriz;UTM/m3;6;-;-0,5303;5,4697
20-09-2012;Petróleo Diesel;UTM/m3;1,5;-;-0,2667;1,2333
20-09-2012;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
20-09-2012;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
27-09-2012;Gasolina Automotriz;UTM/m3;6;-;-0,2306;5,7694
27-09-2012;Petróleo Diesel;UTM/m3;1,5;-;-0,0714;1,4286
27-09-2012;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
27-09-2012;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
04-10-2012;Gasolina Automotriz;UTM/m3;6;-;;6,0000
04-10-2012;Petróleo Diesel;UTM/m3;1,5;-;;1,5000
04-10-2012;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
04-10-2012;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
11-10-2012;Gasolina Automotriz;UTM/m3;6;-;;6,0000
11-10-2012;Petróleo Diesel;UTM/m3;1,5;-;;1,5000
11-10-2012;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
11-10-2012;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
18-10-2012;Gasolina Automotriz;UTM/m3;6;-;-0,1309;5,8691
18-10-2012;Petróleo Diesel;UTM/m3;1,5;-;-0,0548;1,4452
18-10-2012;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
18-10-2012;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
25-10-2012;Gasolina Automotriz;UTM/m3;6;-;;6,0000
25-10-2012;Petróleo Diesel;UTM/m3;1,5;-;;1,5000
25-10-2012;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
25-10-2012;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
01-11-2012;Gasolina Automotriz;UTM/m3;6;-;;6,0000
01-11-2012;Petróleo Diesel;UTM/m3;1,5;-;;1,5000
01-11-2012;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
01-11-2012;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
08-11-2012;Gasolina Automotriz;UTM/m3;6;-;;6,0000
08-11-2012;Petróleo Diesel;UTM/m3;1,5;-;;1,5000
08-11-2012;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
08-11-2012;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
15-11-2012;Gasolina Automotriz;UTM/m3;6;-;;6,0000
15-11-2012;Petróleo Diesel;UTM/m3;1,5;-;;1,5000
15-11-2012;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
15-11-2012;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
22-11-2012;Gasolina Automotriz;UTM/m3;6;-;;6,0000
22-11-2012;Petróleo Diesel;UTM/m3;1,5;-;;1,5000
22-11-2012;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
22-11-2012;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
29-11-2012;Gasolina Automotriz;UTM/m3;6;-;;6,0000
29-11-2012;Petróleo Diesel;UTM/m3;1,5;-;;1,5000
29-11-2012;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
29-11-2012;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
06-12-2012;Gasolina Automotriz;UTM/m3;6;-;;6,0000
06-12-2012;Petróleo Diesel;UTM/m3;1,5;-;;1,5000
06-12-2012;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
06-12-2012;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
13-12-2012;Gasolina Automotriz;UTM/m3;6;-;;6,0000
13-12-2012;Petróleo Diesel;UTM/m3;1,5;-;;1,5000
13-12-2012;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
13-12-2012;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
20-12-2012;Gasolina Automotriz;UTM/m3;6;0,1221;;6,1221
20-12-2012;Petróleo Diesel;UTM/m3;1,5;-;;1,5000
20-12-2012;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0,0405;;1,4405
20-12-2012;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0,0616;;1,9916
27-12-2012;Gasolina Automotriz;UTM/m3;6;0,2421;;6,2421
27-12-2012;Petróleo Diesel;UTM/m3;1,5;-;;1,5000
27-12-2012;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0,0757;;1,4757
27-12-2012;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0,1151;;2,0451
03-01-2013;Gasolina Automotriz;UTM/m3;6;0;;6,0000
03-01-2013;Petróleo Diesel;UTM/m3;1,5;0;;1,5000
03-01-2013;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
03-01-2013;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
10-01-2013;Gasolina Automotriz;UTM/m3;6;0;;6,0000
10-01-2013;Petróleo Diesel;UTM/m3;1,5;0;;1,5000
10-01-2013;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
10-01-2013;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
17-01-2013;Gasolina Automotriz;UTM/m3;6;0;;6,0000
17-01-2013;Petróleo Diesel;UTM/m3;1,5;0;;1,5000
17-01-2013;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
17-01-2013;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
24-01-2013;Gasolina Automotriz;UTM/m3;6;0;;6,0000
24-01-2013;Petróleo Diesel;UTM/m3;1,5;0;;1,5000
24-01-2013;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
24-01-2013;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
31-01-2013;Gasolina Automotriz;UTM/m3;6;0;;6,0000
31-01-2013;Petróleo Diesel;UTM/m3;1,5;0;;1,5000
31-01-2013;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
31-01-2013;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
07-02-2013;Gasolina Automotriz;UTM/m3;6;0;;6,0000
07-02-2013;Petróleo Diesel;UTM/m3;1,5;0;;1,5000
07-02-2013;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
07-02-2013;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
14-02-2013;Gasolina Automotriz;UTM/m3;6;0;;6,0000
14-02-2013;Petróleo Diesel;UTM/m3;1,5;0;;1,5000
14-02-2013;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
14-02-2013;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
21-02-2013;Gasolina Automotriz;UTM/m3;6;0;;6,0000
21-02-2013;Petróleo Diesel;UTM/m3;1,5;0;;1,5000
21-02-2013;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
21-02-2013;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
28-02-2013;Gasolina Automotriz;UTM/m3;6;-0,3495;;5,6505
28-02-2013;Petróleo Diesel;UTM/m3;1,5;0;;1,5000
28-02-2013;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
28-02-2013;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
07-03-2013;Gasolina Automotriz;UTM/m3;6;-0,3313;;5,6687
07-03-2013;Petróleo Diesel;UTM/m3;1,5;0;;1,5000
07-03-2013;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
07-03-2013;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
14-03-2013;Gasolina Automotriz;UTM/m3;6;0;;6,0000
14-03-2013;Petróleo Diesel;UTM/m3;1,5;0;;1,5000
14-03-2013;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
14-03-2013;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
21-03-2013;Gasolina Automotriz;UTM/m3;6;0;;6,0000
21-03-2013;Petróleo Diesel;UTM/m3;1,5;0;;1,5000
21-03-2013;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
21-03-2013;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
28-03-2013;Gasolina Automotriz;UTM/m3;6;0;;6,0000
28-03-2013;Petróleo Diesel;UTM/m3;1,5;0;;1,5000
28-03-2013;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
28-03-2013;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
04-04-2013;Gasolina Automotriz;UTM/m3;6;0;;6,0000
04-04-2013;Petróleo Diesel;UTM/m3;1,5;0;;1,5000
04-04-2013;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
04-04-2013;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
11-04-2013;Gasolina Automotriz;UTM/m3;6;0;;6,0000
11-04-2013;Petróleo Diesel;UTM/m3;1,5;0;;1,5000
11-04-2013;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
11-04-2013;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
18-04-2013;Gasolina Automotriz;UTM/m3;6;0;;6,0000
18-04-2013;Petróleo Diesel;UTM/m3;1,5;0;;1,5000
18-04-2013;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
18-04-2013;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
25-04-2013;Gasolina Automotriz;UTM/m3;6;0;;6,0000
25-04-2013;Petróleo Diesel;UTM/m3;1,5;0;;1,5000
25-04-2013;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
25-04-2013;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
02-05-2013;Gasolina Automotriz;UTM/m3;6;0;;6,0000
02-05-2013;Petróleo Diesel;UTM/m3;1,5;0;;1,5000
02-05-2013;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
02-05-2013;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
09-05-2013;Gasolina Automotriz;UTM/m3;6;0;;6,0000
09-05-2013;Petróleo Diesel;UTM/m3;1,5;0;;1,5000
09-05-2013;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
09-05-2013;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
16-05-2013;Gasolina Automotriz;UTM/m3;6;0;;6,0000
16-05-2013;Petróleo Diesel;UTM/m3;1,5;0;;1,5000
16-05-2013;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
16-05-2013;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
23-05-2013;Gasolina Automotriz;UTM/m3;6;0;;6,0000
23-05-2013;Petróleo Diesel;UTM/m3;1,5;0;;1,5000
23-05-2013;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
23-05-2013;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
30-05-2013;Gasolina Automotriz;UTM/m3;6;0;;6,0000
30-05-2013;Petróleo Diesel;UTM/m3;1,5;0;;1,5000
30-05-2013;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
30-05-2013;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
06-06-2013;Gasolina Automotriz;UTM/m3;6;0;;6,0000
06-06-2013;Petróleo Diesel;UTM/m3;1,5;0;;1,5000
06-06-2013;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
06-06-2013;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
13-06-2013;Gasolina Automotriz;UTM/m3;6;0;;6,0000
13-06-2013;Petróleo Diesel;UTM/m3;1,5;0;;1,5000
13-06-2013;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
13-06-2013;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
20-06-2013;Gasolina Automotriz;UTM/m3;6;0;;6,0000
20-06-2013;Petróleo Diesel;UTM/m3;1,5;0;;1,5000
20-06-2013;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
20-06-2013;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
27-06-2013;Gasolina Automotriz;UTM/m3;6;0;;6,0000
27-06-2013;Petróleo Diesel;UTM/m3;1,5;0;;1,5000
27-06-2013;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
27-06-2013;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
04-07-2013;Gasolina Automotriz;UTM/m3;6;0;;6,0000
04-07-2013;Petróleo Diesel;UTM/m3;1,5;0;;1,5000
04-07-2013;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
04-07-2013;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
11-07-2013;Gasolina Automotriz;UTM/m3;6;0;;6,0000
11-07-2013;Petróleo Diesel;UTM/m3;1,5;0;;1,5000
11-07-2013;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
11-07-2013;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
18-07-2013;Gasolina Automotriz;UTM/m3;6;0;;6,0000
18-07-2013;Petróleo Diesel;UTM/m3;1,5;0;;1,5000
18-07-2013;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
18-07-2013;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
25-07-2013;Gasolina Automotriz;UTM/m3;6;-0,4953;;5,5047
25-07-2013;Petróleo Diesel;UTM/m3;1,5;0;;1,5000
25-07-2013;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
25-07-2013;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
01-08-2013;Gasolina Automotriz;UTM/m3;6;-0,1739;;5,8261
01-08-2013;Petróleo Diesel;UTM/m3;1,5;0;;1,5000
01-08-2013;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
01-08-2013;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
08-08-2013;Gasolina Automotriz;UTM/m3;6;0;;6,0000
08-08-2013;Petróleo Diesel;UTM/m3;1,5;0;;1,5000
08-08-2013;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;-0,0849;;1,3151
08-08-2013;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;-0,129;;1,8010
15-08-2013;Gasolina Automotriz;UTM/m3;6;0;;6,0000
15-08-2013;Petróleo Diesel;UTM/m3;1,5;0;;1,5000
15-08-2013;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;-0,0842;;1,3158
15-08-2013;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;-0,1279;;1,8021
22-08-2013;Gasolina Automotriz;UTM/m3;6;0;;6,0000
22-08-2013;Petróleo Diesel;UTM/m3;1,5;0;;1,5000
22-08-2013;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
22-08-2013;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
29-08-2013;Gasolina Automotriz;UTM/m3;6;-0,0898;;5,9102
29-08-2013;Petróleo Diesel;UTM/m3;1,5;0;;1,5000
29-08-2013;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
29-08-2013;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
05-09-2013;Gasolina Automotriz;UTM/m3;6;-0,1075;;5,8925
05-09-2013;Petróleo Diesel;UTM/m3;1,5;0;;1,5000
05-09-2013;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
05-09-2013;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
12-09-2013;Gasolina Automotriz;UTM/m3;6;0;;6,0000
12-09-2013;Petróleo Diesel;UTM/m3;1,5;0;;1,5000
12-09-2013;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
12-09-2013;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
19-09-2013;Gasolina Automotriz;UTM/m3;6;0;;6,0000
19-09-2013;Petróleo Diesel;UTM/m3;1,5;0;;1,5000
19-09-2013;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;-0,0006;;1,3994
19-09-2013;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;-0,0009;;1,9291
26-09-2013;Gasolina Automotriz;UTM/m3;6;0;;6,0000
26-09-2013;Petróleo Diesel;UTM/m3;1,5;0;;1,5000
26-09-2013;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
26-09-2013;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
03-10-2013;Gasolina Automotriz;UTM/m3;6;0;;6,0000
03-10-2013;Petróleo Diesel;UTM/m3;1,5;0;;1,5000
03-10-2013;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
03-10-2013;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
10-10-2013;Gasolina Automotriz;UTM/m3;6;0;;6,0000
10-10-2013;Petróleo Diesel;UTM/m3;1,5;0;;1,5000
10-10-2013;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
10-10-2013;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
17-10-2013;Gasolina Automotriz;UTM/m3;6;0;;6,0000
17-10-2013;Petróleo Diesel;UTM/m3;1,5;0;;1,5000
17-10-2013;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
17-10-2013;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
24-10-2013;Gasolina Automotriz;UTM/m3;6;0;;6,0000
24-10-2013;Petróleo Diesel;UTM/m3;1,5;0;;1,5000
24-10-2013;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
24-10-2013;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
31-10-2013;Gasolina Automotriz;UTM/m3;6;0;;6,0000
31-10-2013;Petróleo Diesel;UTM/m3;1,5;0;;1,5000
31-10-2013;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
31-10-2013;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
07-11-2013;Gasolina Automotriz;UTM/m3;6;0;;6,0000
07-11-2013;Petróleo Diesel;UTM/m3;1,5;0;;1,5000
07-11-2013;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
07-11-2013;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
14-11-2013;Gasolina Automotriz;UTM/m3;6;0;;6,0000
14-11-2013;Petróleo Diesel;UTM/m3;1,5;0;;1,5000
14-11-2013;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
14-11-2013;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
21-11-2013;Gasolina Automotriz;UTM/m3;6;0;;6,0000
21-11-2013;Petróleo Diesel;UTM/m3;1,5;0;;1,5000
21-11-2013;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
21-11-2013;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
28-11-2013;Gasolina Automotriz;UTM/m3;6;0;;6,0000
28-11-2013;Petróleo Diesel;UTM/m3;1,5;0;;1,5000
28-11-2013;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
28-11-2013;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
05-12-2013;Gasolina Automotriz;UTM/m3;6;0;;6,0000
05-12-2013;Petróleo Diesel;UTM/m3;1,5;0;;1,5000
05-12-2013;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
05-12-2013;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
12-12-2013;Gasolina Automotriz;UTM/m3;6;0;;6,0000
12-12-2013;Petróleo Diesel;UTM/m3;1,5;0;;1,5000
12-12-2013;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
12-12-2013;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
19-12-2013;Gasolina Automotriz;UTM/m3;6;0;;6,0000
19-12-2013;Petróleo Diesel;UTM/m3;1,5;0;;1,5000
19-12-2013;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
19-12-2013;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
26-12-2013;Gasolina Automotriz;UTM/m3;6;0;;6,0000
26-12-2013;Petróleo Diesel;UTM/m3;1,5;0;;1,5000
26-12-2013;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
26-12-2013;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
16-01-2014;Gasolina Automotriz;UTM/m3;6;0;;6,0000
16-01-2014;Petróleo Diesel;UTM/m3;1,5;0;;1,5000
16-01-2014;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
16-01-2014;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
23-01-2014;Gasolina Automotriz;UTM/m3;6;0;;6,0000
23-01-2014;Petróleo Diesel;UTM/m3;1,5;0;;1,5000
23-01-2014;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
23-01-2014;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
30-01-2014;Gasolina Automotriz;UTM/m3;6;0;;6,0000
30-01-2014;Petróleo Diesel;UTM/m3;1,5;0;;1,5000
30-01-2014;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
30-01-2014;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
06-02-2014;Gasolina Automotriz;UTM/m3;6;0;;6,0000
06-02-2014;Petróleo Diesel;UTM/m3;1,5;0;;1,5000
06-02-2014;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
06-02-2014;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
13-02-2014;Gasolina Automotriz;UTM/m3;6;0;;6,0000
13-02-2014;Petróleo Diesel;UTM/m3;1,5;0;;1,5000
13-02-2014;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
13-02-2014;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
20-02-2014;Gasolina Automotriz;UTM/m3;6;0;;6,0000
20-02-2014;Petróleo Diesel;UTM/m3;1,5;0;;1,5000
20-02-2014;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
20-02-2014;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
27-02-2014;Gasolina Automotriz;UTM/m3;6;0;;6,0000
27-02-2014;Petróleo Diesel;UTM/m3;1,5;0;;1,5000
27-02-2014;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
27-02-2014;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
06-03-2014;Gasolina Automotriz;UTM/m3;6;0;;6,0000
06-03-2014;Petróleo Diesel;UTM/m3;1,5;0;;1,5000
06-03-2014;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
06-03-2014;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
13-03-2014;Gasolina Automotriz;UTM/m3;6;0;;6,0000
13-03-2014;Petróleo Diesel;UTM/m3;1,5;0;;1,5000
13-03-2014;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
13-03-2014;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
20-03-2014;Gasolina Automotriz;UTM/m3;6;0;;6,0000
20-03-2014;Petróleo Diesel;UTM/m3;1,5;0;;1,5000
20-03-2014;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
20-03-2014;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
27-03-2014;Gasolina Automotriz;UTM/m3;6;0;;6,0000
27-03-2014;Petróleo Diesel;UTM/m3;1,5;0;;1,5000
27-03-2014;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
27-03-2014;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
03-04-2014;Gasolina Automotriz;UTM/m3;6;0;;6,0000
