Fecha;Producto;unidades;Impuesto Componente Base;Impuesto Componente Variable;Credito fiscal Componente Variable;Impuesto Específico Resultante
30-11-2017;Gasolina Automotriz 93 (*);UTM/m3;6;-0,1542;;5,8458
30-11-2017;Gasolina Automotriz 97 (*);UTM/m3;6;0;;6,0000
30-11-2017;Petróleo Diesel;UTM/m3;1,5;-0,112;;1,3880
30-11-2017;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
30-11-2017;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
07-12-2017;Gasolina Automotriz 93 (*);UTM/m3;6;-0,2397;;5,7603
07-12-2017;Gasolina Automotriz 97 (*);UTM/m3;6;-0,063;;5,9370
07-12-2017;Petróleo Diesel;UTM/m3;1,5;-0,098;;1,4020
07-12-2017;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;-0,0209;;1,3791
07-12-2017;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;-0,0318;;1,8982
14-12-2017;Gasolina Automotriz 93 (*);UTM/m3;6;-0,1547;;5,8453
14-12-2017;Gasolina Automotriz 97 (*);UTM/m3;6;-0,0113;;5,9887
14-12-2017;Petróleo Diesel;UTM/m3;1,5;-0,038;;1,4620
14-12-2017;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
14-12-2017;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
21-12-2017;Gasolina Automotriz 93 (*);UTM/m3;6;0;;6,0000
21-12-2017;Gasolina Automotriz 97 (*);UTM/m3;6;0,0428;;6,0428
21-12-2017;Petróleo Diesel;UTM/m3;1,5;0;;1,5000
21-12-2017;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0,3156;;1,7156
21-12-2017;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0,4796;;2,4096
28-12-2017;Gasolina Automotriz 93 (*);UTM/m3;6;0,1943;;6,1943
28-12-2017;Gasolina Automotriz 97 (*);UTM/m3;6;0,2959;;6,2959
28-12-2017;Petróleo Diesel;UTM/m3;1,5;0,1831;;1,6831
28-12-2017;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0,2598;;1,6598
28-12-2017;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0,3948;;2,3248
04-01-2018;Gasolina Automotriz 93 (*);UTM/m3;6;0,0504;;6,0504
04-01-2018;Gasolina Automotriz 97 (*);UTM/m3;6;0,0711;;6,0711
04-01-2018;Petróleo Diesel;UTM/m3;1,5;0;;1,5000
04-01-2018;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0,1088;;1,5088
04-01-2018;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0,1653;;2,0953
11-01-2018;Gasolina Automotriz 93 (*);UTM/m3;6;0;;6,0000
11-01-2018;Gasolina Automotriz 97 (*);UTM/m3;6;0;;6,0000
11-01-2018;Petróleo Diesel;UTM/m3;1,5;0;;1,5000
11-01-2018;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0,033;;1,4330
11-01-2018;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0,0501;;1,9801
18-01-2018;Gasolina Automotriz 93 (*);UTM/m3;6;-0,0462;;5,9538
18-01-2018;Gasolina Automotriz 97 (*);UTM/m3;6;-0,0093;;5,9907
18-01-2018;Petróleo Diesel;UTM/m3;1,5;0;;1,5000
18-01-2018;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0,0688;;1,4688
18-01-2018;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0,1045;;2,0345
25-01-2018;Gasolina Automotriz 93 (*);UTM/m3;6;-0,1001;;5,8999
25-01-2018;Gasolina Automotriz 97 (*);UTM/m3;6;-0,0437;;5,9563
25-01-2018;Petróleo Diesel;UTM/m3;1,5;0;;1,5000
25-01-2018;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
25-01-2018;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
01-02-2018;Gasolina Automotriz 93 (*);UTM/m3;6;-0,1713;;5,8287
01-02-2018;Gasolina Automotriz 97 (*);UTM/m3;6;-0,1149;;5,8851
01-02-2018;Petróleo Diesel;UTM/m3;1,5;0;;1,5000
01-02-2018;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0,0358;;1,4358
01-02-2018;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0,0544;;1,9844
08-02-2018;Gasolina Automotriz 93 (*);UTM/m3;6;-0,0589;;5,9411
08-02-2018;Gasolina Automotriz 97 (*);UTM/m3;6;-0,0469;;5,9531
08-02-2018;Petróleo Diesel;UTM/m3;1,5;0;;1,5000
08-02-2018;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0,0446;;1,4446
08-02-2018;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0,0678;;1,9978
15-02-2018;Gasolina Automotriz 93 (*);UTM/m3;6;0,1013;;6,1013
15-02-2018;Gasolina Automotriz 97 (*);UTM/m3;6;0,0612;;6,0612
15-02-2018;Petróleo Diesel;UTM/m3;1,5;0,1644;;1,6644
15-02-2018;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0,0319;;1,4319
15-02-2018;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0,0485;;1,9785
22-02-2018;Gasolina Automotriz 93 (*);UTM/m3;6;0,465;;6,4650
22-02-2018;Gasolina Automotriz 97 (*);UTM/m3;6;0,4997;;6,4997
22-02-2018;Petróleo Diesel;UTM/m3;1,5;0,4771;;1,9771
22-02-2018;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
22-02-2018;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
01-03-2018;Gasolina Automotriz 93 (*);UTM/m3;6;0,4862;;6,4862
01-03-2018;Gasolina Automotriz 97 (*);UTM/m3;6;0,5596;;6,5596
01-03-2018;Petróleo Diesel;UTM/m3;1,5;0,3774;;1,8774
01-03-2018;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;-0,0547;;1,3453
01-03-2018;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m;1,93;-0,0831;;1,8469
08-03-2018;Gasolina Automotriz 93 (*);UTM/m3;6;0,2457;;6,2457
08-03-2018;Gasolina Automotriz 97 (*);UTM/m3;6;0,2758;;6,2758
08-03-2018;Petróleo Diesel;UTM/m3;1,5;0,1185;;1,6185
08-03-2018;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;-0,2593;;1,1407
08-03-2018;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;-0,394;;1,5360
15-03-2018;Gasolina Automotriz 93 (*);UTM/m3;6;0,1044;;6,1044
15-03-2018;Gasolina Automotriz 97 (*);UTM/m3;6;0,2047;;6,2047
15-03-2018;Petróleo Diesel;UTM/m3;1,5;0;;1,5000
15-03-2018;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
15-03-2018;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
22-03-2018;Gasolina Automotriz 93 (*);UTM/m3;6;0,0715;;6,0715
22-03-2018;Gasolina Automotriz 97 (*);UTM/m3;6;0,3112;;6,3112
22-03-2018;Petróleo Diesel;UTM/m3;1,5;0;;1,5000
22-03-2018;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
22-03-2018;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
29-03-2018;Gasolina Automotriz 93 (*);UTM/m3;6;-0,1082;;5,8918
29-03-2018;Gasolina Automotriz 97 (*);UTM/m3;6;0;;6,0000
29-03-2018;Petróleo Diesel;UTM/m3;1,5;-0,1066;;1,3934
29-03-2018;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;-0,0038;;1,3962
29-03-2018;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;-0,0058;;1,9242
05-04-2018;Gasolina Automotriz 93 (*);UTM/m3;6;-0,0051;;5,9949
05-04-2018;Gasolina Automotriz 97 (*);UTM/m3;6;-0,0324;;5,9676
05-04-2018;Petróleo Diesel;UTM/m3;1,5;-0,2076;;1,2924
05-04-2018;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0,3492;;1,7492
05-04-2018;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0,5306;;2,4606
12-04-2018;Gasolina Automotriz 93 (*);UTM/m3;6;0;;6,0000
12-04-2018;Gasolina Automotriz 97 (*);UTM/m3;6;0;;6,0000
12-04-2018;Petróleo Diesel;UTM/m3;1,5;-0,1132;;1,3868
12-04-2018;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0,286;;1,6860
12-04-2018;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0,4346;;2,3646
19-04-2018;Gasolina Automotriz 93 (*);UTM/m3;6;0;;6,0000
19-04-2018;Gasolina Automotriz 97 (*);UTM/m3;6;0;;6,0000
19-04-2018;Petróleo Diesel;UTM/m3;1,5;-0,0635;;1,4365
19-04-2018;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0,2289;;1,6289
19-04-2018;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0,3478;;2,2778
26-04-2018;Gasolina Automotriz 93 (*);UTM/m3;6;-0,0705;;5,9295
26-04-2018;Gasolina Automotriz 97 (*);UTM/m3;6;0;;6,0000
26-04-2018;Petróleo Diesel;UTM/m3;1,5;-0,1026;;1,3974
26-04-2018;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
26-04-2018;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
03-05-2018;Gasolina Automotriz 93 (*);UTM/m3;6;-0,2576;;5,7424
03-05-2018;Gasolina Automotriz 97 (*);UTM/m3;6;-0,2355;;5,7645
03-05-2018;Petróleo Diesel;UTM/m3;1,5;-0,2343;;1,2657
03-05-2018;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;-0,0317;;1,3683
03-05-2018;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;-0,0482;;1,8818
10-05-2018;Gasolina Automotriz 93 (*);UTM/m3;6;-0,3942;;5,6058
10-05-2018;Gasolina Automotriz 97 (*);UTM/m3;6;-0,3719;;5,6281
10-05-2018;Petróleo Diesel;UTM/m3;1,5;-0,4262;;1,0738
10-05-2018;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;-0,2801;;1,1199
10-05-2018;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;-0,4256;;1,5044
17-05-2018;Gasolina Automotriz 93 (*);UTM/m3;6;-0,5367;;5,4633
17-05-2018;Gasolina Automotriz 97 (*);UTM/m3;6;-0,4456;;5,5544
17-05-2018;Petróleo Diesel;UTM/m3;1,5;-0,6923;;0,8077
17-05-2018;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;-0,1572;;1,2428
17-05-2018;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;-0,2389;;1,6911
24-05-2018;Gasolina Automotriz 93 (*);UTM/m3;6;-0,6015;;5,3985
24-05-2018;Gasolina Automotriz 97 (*);UTM/m3;6;-0,5403;;5,4597
24-05-2018;Petróleo Diesel;UTM/m3;1,5;-0,8086;;0,6914
24-05-2018;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;-0,2511;;1,1489
24-05-2018;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;-0,3815;;1,5485
31-05-2018;Gasolina Automotriz 93 (*);UTM/m3;6;-0,6229;;5,3771
31-05-2018;Gasolina Automotriz 97 (*);UTM/m3;6;-0,6107;;5,3893
31-05-2018;Petróleo Diesel;UTM/m3;1,5;-0,7667;;0,7333
31-05-2018;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;-0,0637;;1,3363
31-05-2018;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;-0,0968;;1,8332
07-06-2018;Gasolina Automotriz 93 (*);UTM/m3;6;-0,3993;;5,6007
07-06-2018;Gasolina Automotriz 97 (*);UTM/m3;6;-0,388;;5,6120
07-06-2018;Petróleo Diesel;UTM/m3;1,5;-0,5266;;0,9734
07-06-2018;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;-0,0164;;1,3836
07-06-2018;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;-0,0249;;1,9051
14-06-2018;Gasolina Automotriz 93 (*);UTM/m3;6;-0,0305;;5,9695
14-06-2018;Gasolina Automotriz 97 (*);UTM/m3;6;-0,0554;;5,9446
14-06-2018;Petróleo Diesel;UTM/m3;1,5;-0,2002;;1,2998
14-06-2018;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
14-06-2018;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
21-06-2018;Gasolina Automotriz 93 (*);UTM/m3;6;0;;6,0000
21-06-2018;Gasolina Automotriz 97 (*);UTM/m3;6;0;;6,0000
21-06-2018;Petróleo Diesel;UTM/m3;1,5;-0,0389;;1,4611
21-06-2018;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
21-06-2018;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
28-06-2018;Gasolina Automotriz 93 (*);UTM/m3;6;0;;6,0000
28-06-2018;Gasolina Automotriz 97 (*);UTM/m3;6;0;;6,0000
28-06-2018;Petróleo Diesel;UTM/m3;1,5;0;;1,5000
28-06-2018;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
28-06-2018;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
05-07-2018;Gasolina Automotriz 93 (*);UTM/m3;6;0;;6,0000
05-07-2018;Gasolina Automotriz 97 (*);UTM/m3;6;0;;6,0000
05-07-2018;Petróleo Diesel;UTM/m3;1,5;0;;1,5000
05-07-2018;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
05-07-2018;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
12-07-2018;Gasolina Automotriz 93 (*);UTM/m3;6;-0,2499;;5,7501
12-07-2018;Gasolina Automotriz 97 (*);UTM/m3;6;-0,162;;5,8380
12-07-2018;Petróleo Diesel;UTM/m3;1,5;-0,1847;;1,3153
12-07-2018;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;-0,1318;;1,2682
12-07-2018;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;-0,2003;;1,7297
19-07-2018;Gasolina Automotriz 93 (*);UTM/m3;6;-0,1899;;5,8101
19-07-2018;Gasolina Automotriz 97 (*);UTM/m3;6;-0,1133;;5,8867
19-07-2018;Petróleo Diesel;UTM/m3;1,5;-0,0558;;1,4442
19-07-2018;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;-0,1511;;1,2489
19-07-2018;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;-0,2296;;1,7004
26-07-2018;Gasolina Automotriz 93 (*);UTM/m3;6;0;;6,0000
26-07-2018;Gasolina Automotriz 97 (*);UTM/m3;6;0;;6,0000
26-07-2018;Petróleo Diesel;UTM/m3;1,5;0;;1,5000
26-07-2018;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
26-07-2018;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
02-08-2018;Gasolina Automotriz 93 (*);UTM/m3;6;0;;6,0000
02-08-2018;Gasolina Automotriz 97 (*);UTM/m3;6;0;;6,0000
02-08-2018;Petróleo Diesel;UTM/m3;1,5;0;;1,5000
02-08-2018;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0,0557;;1,4557
02-08-2018;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0,0846;;2,0146
09-08-2018;Gasolina Automotriz 93 (*);UTM/m3;6;0;;6,0000
09-08-2018;Gasolina Automotriz 97 (*);UTM/m3;6;0;;6,0000
09-08-2018;Petróleo Diesel;UTM/m3;1,5;0;;1,5000
09-08-2018;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;-0,0629;;1,3371
09-08-2018;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;-0,0956;;1,8344
16-08-2018;Gasolina Automotriz 93 (*);UTM/m3;6;0;;6,0000
16-08-2018;Gasolina Automotriz 97 (*);UTM/m3;6;0;;6,0000
16-08-2018;Petróleo Diesel;UTM/m3;1,5;0;;1,5000
16-08-2018;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;-0,0941;;1,3059
16-08-2018;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;-0,143;;1,7870
23-08-2018;Gasolina Automotriz 93 (*);UTM/m3;6;-0,0078;;5,9922
23-08-2018;Gasolina Automotriz 97 (*);UTM/m3;6;0;;6,0000
23-08-2018;Petróleo Diesel;UTM/m3;1,5;-0,0538;;1,4462
23-08-2018;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;-0,0499;;1,3501
23-08-2018;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;-0,0758;;1,8542
30-08-2018;Gasolina Automotriz 93 (*);UTM/m3;6;0;;6,0000
30-08-2018;Gasolina Automotriz 97 (*);UTM/m3;6;0;;6,0000
30-08-2018;Petróleo Diesel;UTM/m3;1,5;-0,019;;1,4810
30-08-2018;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
30-08-2018;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
06-09-2018;Gasolina Automotriz 93 (*);UTM/m3;6;-0,111;;5,8890
06-09-2018;Gasolina Automotriz 97 (*);UTM/m3;6;-0,1109;;5,8891
06-09-2018;Petróleo Diesel;UTM/m3;1,5;-0,2492;;1,2508
06-09-2018;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;-0,2981;;1,1019
06-09-2018;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;-0,453;;1,4770
13-09-2018;Gasolina Automotriz 93 (*);UTM/m3;6;-0,2943;;5,7057
13-09-2018;Gasolina Automotriz 97 (*);UTM/m3;6;-0,339;;5,6610
13-09-2018;Petróleo Diesel;UTM/m3;1,5;-0,5875;;0,9125
13-09-2018;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;-0,4297;;0,9703
13-09-2018;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;-0,6529;;1,2771
20-09-2018;Gasolina Automotriz 93 (*);UTM/m3;6;-0,2646;;5,7354
20-09-2018;Gasolina Automotriz 97 (*);UTM/m3;6;-0,4872;;5,5128
20-09-2018;Petróleo Diesel;UTM/m3;1,5;-0,5143;;0,9857
20-09-2018;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;-0,3344;;1,0656
20-09-2018;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;-0,5081;;1,4219
27-09-2018;Gasolina Automotriz 93 (*);UTM/m3;6;-0,0835;;5,9165
27-09-2018;Gasolina Automotriz 97 (*);UTM/m3;6;-0,3326;;5,6674
27-09-2018;Petróleo Diesel;UTM/m3;1,5;-0,2501;;1,2499
27-09-2018;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;-0,0885;;1,3115
27-09-2018;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;-0,1345;;1,7955
04-10-2018;Gasolina Automotriz 93 (*);UTM/m3;6;0;;6,0000
04-10-2018;Gasolina Automotriz 97 (*);UTM/m3;6;-0,1735;;5,8265
04-10-2018;Petróleo Diesel;UTM/m3;1,5;-0,1282;;1,3718
04-10-2018;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
04-10-2018;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
11-10-2018;Gasolina Automotriz 93 (*);UTM/m3;6;-0,2006;;5,7994
11-10-2018;Gasolina Automotriz 97 (*);UTM/m3;6;-0,4269;;5,5731
11-10-2018;Petróleo Diesel;UTM/m3;1,5;-0,3634;;1,1366
11-10-2018;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;-0,1129;;1,2871
11-10-2018;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;-0,1716;;1,7584
18-10-2018;Gasolina Automotriz 93 (*);UTM/m3;6;-0,2332;;5,7668
18-10-2018;Gasolina Automotriz 97 (*);UTM/m3;6;-0,5662;;5,4338
18-10-2018;Petróleo Diesel;UTM/m3;1,5;-0,6328;;0,8672
18-10-2018;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
18-10-2018;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
25-10-2018;Gasolina Automotriz 93 (*);UTM/m3;6;0,1469;;6,1469
25-10-2018;Gasolina Automotriz 97 (*);UTM/m3;6;0;;6,0000
25-10-2018;Petróleo Diesel;UTM/m3;1,5;-0,2639;;1,2361
25-10-2018;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0,0886;;1,4886
25-10-2018;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0,1346;;2,0646
01-11-2018;Gasolina Automotriz 93 (*);UTM/m3;6;0,1674;;6,1674
01-11-2018;Gasolina Automotriz 97 (*);UTM/m3;6;0,0901;;6,0901
01-11-2018;Petróleo Diesel;UTM/m3;1,5;-0,1585;;1,3415
01-11-2018;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0,2785;;1,6785
01-11-2018;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0,4232;;2,3532
08-11-2018;Gasolina Automotriz 93 (*);UTM/m3;6;0,2361;;6,2361
08-11-2018;Gasolina Automotriz 97 (*);UTM/m3;6;0,1628;;6,1628
08-11-2018;Petróleo Diesel;UTM/m3;1,5;0;;1,5000
08-11-2018;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0,4863;;1,8863
08-11-2018;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0,7389;;2,6689
15-11-2018;Gasolina Automotriz 93 (*);UTM/m3;6;0,74;;6,7400
15-11-2018;Gasolina Automotriz 97 (*);UTM/m3;6;0,7038;;6,7038
15-11-2018;Petróleo Diesel;UTM/m3;1,5;0,304;;1,8040
15-11-2018;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0,5365;;1,9365
15-11-2018;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0,8152;;2,7452
22-11-2018;Gasolina Automotriz 93 (*);UTM/m3;6;1,1162;;7,1162
22-11-2018;Gasolina Automotriz 97 (*);UTM/m3;6;1,013;;7,0130
22-11-2018;Petróleo Diesel;UTM/m3;1,5;0,5143;;2,0143
22-11-2018;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0,7495;;2,1495
22-11-2018;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;1,1389;;3,0689
29-11-2018;Gasolina Automotriz 93 (*);UTM/m3;6;1,4344;;7,4344
29-11-2018;Gasolina Automotriz 97 (*);UTM/m3;6;1,2656;;7,2656
29-11-2018;Petróleo Diesel;UTM/m3;1,5;0,9609;;2,4609
29-11-2018;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0,6681;;2,0681
29-11-2018;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;1,0152;;2,9452
06-12-2018;Gasolina Automotriz 93 (*);UTM/m3;6;1,656;;7,6560
06-12-2018;Gasolina Automotriz 97 (*);UTM/m3;6;1,6315;;7,6315
06-12-2018;Petróleo Diesel;UTM/m3;1,5;1,4167;;2,9167
06-12-2018;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0,7584;;2,1584
06-12-2018;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;1,1524;;3,0824
13-12-2018;Gasolina Automotriz 93 (*);UTM/m3;6;1,6075;;7,6075
13-12-2018;Gasolina Automotriz 97 (*);UTM/m3;6;1,5915;;7,5915
13-12-2018;Petróleo Diesel;UTM/m3;1,5;1,5153;;3,0153
13-12-2018;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0,589;;1,9890
13-12-2018;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0,895;;2,8250
20-12-2018;Gasolina Automotriz 93 (*);UTM/m3;6;1,3934;;7,3934
20-12-2018;Gasolina Automotriz 97 (*);UTM/m3;6;1,3569;;7,3569
20-12-2018;Petróleo Diesel;UTM/m3;1,5;1,3427;;2,8427
20-12-2018;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0,4127;;1,8127
20-12-2018;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0,6271;;2,5571
27-12-2018;Gasolina Automotriz 93 (*);UTM/m3;6;1,5551;;7,5551
27-12-2018;Gasolina Automotriz 97 (*);UTM/m3;6;1,6024;;7,6024
27-12-2018;Petróleo Diesel;UTM/m3;1,5;1,4498;;2,9498
27-12-2018;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0,4443;;1,8443
27-12-2018;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0,6751;;2,6051
03-01-2019;Gasolina Automotriz 93 (*);UTM/m3;6;1,8064;;7,8064
03-01-2019;Gasolina Automotriz 97 (*);UTM/m3;6;1,8842;;7,8842
03-01-2019;Petróleo Diesel;UTM/m3;1,5;1,6482;;3,1482
03-01-2019;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0,5108;;1,9108
03-01-2019;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0,7762;;2,7062
10-01-2019;Gasolina Automotriz 93 (*);UTM/m3;6;1,7712;;7,7712
10-01-2019;Gasolina Automotriz 97 (*);UTM/m3;6;1,8493;;7,8493
10-01-2019;Petróleo Diesel;UTM/m3;1,5;1,6237;;3,1237
10-01-2019;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0,5343;;1,9343
10-01-2019;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0,8119;;2,7419
17-01-2019;Gasolina Automotriz 93 (*);UTM/m3;6;1,5737;;7,5737
17-01-2019;Gasolina Automotriz 97 (*);UTM/m3;6;1,6154;;7,6154
17-01-2019;Petróleo Diesel;UTM/m3;1,5;1,2282;;2,7282
17-01-2019;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0,3956;;1,7956
17-01-2019;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0,6011;;2,5311
24-01-2019;Gasolina Automotriz 93 (*);UTM/m3;6;1,3404;;7,3404
24-01-2019;Gasolina Automotriz 97 (*);UTM/m3;6;1,3022;;7,3022
24-01-2019;Petróleo Diesel;UTM/m3;1,5;0,9153;;2,4153
24-01-2019;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0,193;;1,5930
